conjunto,administración,estrato,antiguedad,remodelado,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,deposito,porteria,zona_de_lavanderia,gas,parqueadero,precio,direccion,nombre,descripcion,barrio
Valenti,97000,3,2,Si,46.0,2,1,0,3,Apartamento,0,24 hrs,No Tiene,Si,Si,155000000.0,Carrera 93 # 54 - 28,Valenti,"Apartamento en venta de 46m2, con vista exterior, ubicado en un 16avo piso (Torre 1 Apto 1608), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baño y cocina. El conjunto cuenta con salón comunal, gimnasio exterior, parque para niños, zonas verdes, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial MiCentro el Porvenir; cerca a almacenes de cadena D1 y Ara; cerca a colegio German Arciniegas Sede A; cerca a universidad Distrital Francisco José de Caldas; Vías de acceso por la carrera 93 y Calle 54.",EL PORVENIR
Orense 2,495000,4,22,No,82.0,3,2,1,1,Apartamento,0,24 hrs,No Tiene,Si,No,450000000.0,Calle 95A#71C-04,Orense 2,"Apartamento en venta de 82m2, con vista interior, ubicado en un 4to piso (Torre 1 Apto 401), acceso por ascensor, parqueadero propio cubierto (4). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El conjunto cuenta con terraza bbq, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Titán Plaza; cerca a almacenes de cadena como Éxito, Jumbo y D1; cerca al colegio El Minuto de Dios; cerca a universidad Minuto de Dios; cerca a estación de Transmilenio Minuto de Dios paraderos del SITP; Vías de acceso por Calle 80 y Avenida Boyacá.
ALOR DE ADMINISTRACIÓN POR CONFIRMAR",LA FLORESTA
Jardín De La Plazuela,457000,6,35,No,88.0,4,2,2,1,Apartamento,1,24 hrs,No Tiene,Si,Si,500000000.0,Calle 120 # 11b-11,Jardín De La Plazuela,"Apartamento en venta de 88m2, con vista exterior, ubicado en un 5to piso (Apto 501), acceso por ascensor, parqueadero propio cubierto (26 y 27). Consta de 4 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Hacienda Santa Bárbara y centro comercial Unicentro; cerca a almacenes de cadena como Éxito, Carulla, Tiendas D1 y Ara; cerca a Colegio de Nuestra Señora del Buen Consejo y Colegio Bachillerato Patria; cerca a Universidad El Bosque; cerca a estación de Transmilenio Calle 106 y paraderos del SITP; Vías de acceso por la calle 116 y la carrera 9.

VALOR DE ADMINISTRACIÓN POR CONFIRMAR
",SANTA BARBARA
O & C,653000,6,39,No,70.0,3,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,Si,337000000.0,Carrera 14b # 118 - 72,O & C,"Apartamento en venta de 70m2, con vista exterior, ubicado en un 3er piso (Apto 303), acceso por escaleras, parqueadero propio cubierto (13). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Unicentro, Hacienda Santa Bárbara y Halley; cerca a almacenes de cadena como Carulla, Éxito, Colsubsidio, D1; cerca a colegio Instituto Pedagógico Nacional, Italiano Leonardo Davinci y Nuestra Señora del Buen Consejo; cerca a universidades El Bosque y Escuela de Gastronomía Mariano Moreno; cerca a estación de Transmilenio Pepe Sierra; Vías de acceso por la Calle 118 y Cra 14. ",SANTA BARBARA
Torrecampo 2 ,188000,3,22,No,62.0,3,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,Si,274000000.0,Calle 65b # 88-59,Torrecampo 2,"Apartamento de 62m2 con vista exterior, ubicado en un 2do piso (Apto 201 Torre 1), acceso por escalera. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso en cerámica en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, zonas húmedas (piscina), salón comunal y vigilancia privada las 24 horas. Cerca al centro comercial Primavera Plaza y Diver Plaza; cerca a almacenes de cadena como D1, Justo & Bueno y Surtimax;  Vías de acceso por la Cra 88 y Cra 91. Cerca a estación de Transmilenio Portal El Dorado.

VALOR DE ADMINISTRACIÓN POR CONFIRMAR",ALAMOS
Albacete,272000,3,16,No,87.0,3,2,1,0,casa con conjunto cerrado,1,24 hrs,No Tiene,Si,No,420000000.0,Calle 165#52-54,Albacete,"Casa en venta de 87m2, con vista interior, (Casa 20), parqueadero propio cubierto (G-24). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con vigilancia privada las 24 horas. Cerca al centro comercial Plaza 167 y Arizona; cerca a almacenes de cadena como D1, Éxito, Ara y Justo & Bueno; cerca a colegio El Vaticano y Colina; cerca a estación de Transmilenio Toberín; Vías de acceso por la Calle 165 y Carrera 54.

VALOR DE ADMINISTRACIÓN POR CONFIRMAR",BRITALIA
Terraquinta,199000,4,10,No,55.0,2,2,1,1,Apartamento,0,24 hrs,No Tiene,Si,Si,290000000.0,Calle 160 #58-50,Terraquinta,"Apartamento en venta de 55m2, con vista interior, ubicado en un 2do piso (Torre 3 Apto 203), acceso por ascensor, parqueadero propio cubierto (36). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en  habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con salón social, parque infantil, salón de squash, sauna, gimnasio y vigilancia privada las 24 horas. Cerca a centro comercial Parque la Colina; cerca a almacenes de cadena como D1, Oxxo, Éxito y Carulla; cerca al colegio Teresiano; cerca a paraderos del SITP; Vías de acceso por la Av. Boyacá y calle 153.                                                                                                     ",BRITALIA
Verona,495000,5,27,No,101.0,3,4,1,1,Apartamento,1,24 hrs,No Tiene,Si,No,500000000.0,Calle 126 # 45a-59,Verona,"Apartamento en venta de 100m2, con vista interior, ubicado en un 5to piso (Apto 502), acceso por escaleras. Parqueadero propio cubierto (11) Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para  niños y vigilancia privada las 24 horas. Cerca a centros comerciales Puerto Marino La Libertad y Metro Recreo; cerca a almacenes de cadena como Olímpica, Surtimax, D1, Ara y Justo & Bueno; cerca a colegios Leonardo Posada Pedraza, Kimy Pernía Domicó y Alfonso López Michelsen; cerca a ruta alimentador Transmilenio (9-3); Vías de acceso por la Cra 94 y Calle 83 Sur.",LA ALHAMBRA
Parques del Porvenir,54650,2,12,No,45.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,120000000.0,Calle 56fsur # 106-22,Parques del Porvenir,"Apartamento en venta de 45m2, con vista interior, ubicado en un 2Do piso (Torre 6 Apto 203), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zonas. El conjunto cuenta con zonas verdes, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Trébolis el Porvenir y Mi Centro El Porvenir; cerca a almacenes y tiendas locales; cerca a colegio Ciudadela Educativa de Bosa; cerca a universidad Distrital Francisco José De Caldas; cerca a paraderos del SITP y rutas alimentadoras de Transmilenio; Vías de acceso por la Calle 56F Sur y Carrera 107.
 ",EL PORVENIR
Pino Parques de Bogota,60000,1,6,No,47.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,No,123000000.0,Calle 88 sur  # 88c-89,Pino Parques de Bogota,"Apartamento en venta de 47m2, con vista interior, ubicado en un 3er piso (Torre 13 Apto 202), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para  niños y vigilancia privada las 24 horas. Cerca a centros comerciales Puerto Marino La Libertad y Metro Recreo; cerca a almacenes de cadena como Olímpica, Surtimax, D1, Ara y Justo & Bueno; cerca a colegios Leonardo Posada Pedraza, Kimy Pernía Domicó y Alfonso López Michelsen; cerca a ruta alimentador Transmilenio (9-3); Vías de acceso por la Cra 94 y Calle 83 Sur.
",TINTAL SUR
Caminos de Fontibón,111000,3,1,Si,49.0,3,2,0,1,Apartamento,0,24 hrs,No Tiene,,Si,175000000.0,Cra. 135 #17-35,Caminos de Fontibón,"Apartamento en venta de 49 m2, con vista Exterior, ubicado en un 7mo piso (Torre 2 Apto 714), acceso por Ascensor y Escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, balcón, cocina y zona de ropas. Tiene piso en cerámico en habitaciones, Pasillo y sala comedor, cerámico en baños y cocina. El Conjunto cuenta con parqueadero comunal, Zonas verdes, Salón social, Gimnasio, Parque infantil, Salón de juegos, Piscina, Cancha de futbol y  vigilancia privada las 24 horas. Esta a 15 min del centro comercial Zona Franca, Cerca de una zona comercial y tiendas, Rutas de trasporte del Sitp pasan al frente, Cerca de las rutas municipales, Vías De Acceso por Avenida Calle 13 y Carrera 135",FONTIBON SAN PABLO
Oviedo I,218000,3,27,No,70.0,3,2,0,1,Apartamento,0,24 hrs,No Tiene,Si,Si,225000000.0,CL 157A 92 80,Oviedo I,"Apartamento en venta de 70m2, con vista interior, ubicado en un 4to piso (Torre 1 Apto 401), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus areas. El conjunto  cuenta con salon social y vigilancia privada las 24 horas. Cerca a centro comercial Subazar y Plaza Imperial; cerca a almacenes de cadena como D1, Ara y Justo & Bueno; cerca a colegio Militar Antonio Nariño, Juan Lozano y Lozano y San Jorge de Inglaterra; cerca a estación de Transmilenio La Campiña; Vías de acceso por la Cra 92 y Calle 157bis.
",SUBA
Multifamiliar San Pedro,50000,3,10,No,62.0,3,2,1,0,Apartamento,0,No,No Tiene,Si,Si,240600000.0,Av. Calle 26 Sur # 68H-24,Multifamiliar San Pedro,"Apartamento en venta de 62m2, con vista interior, ubicado en un 4to piso (Apto 402), acceso por escaleras, parqueadero propio cubierto (7). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zonas. El edificio cuenta con salon social y vigilancia privada las 24 horas. Cerca a centro comercial Plaza de las Américas; cerca a almacenes de cadena Ara, Justo y Bueno y D1; cerca a colegio Liceo Nuestra Señora de Torcoroma y Colegio OEA; cerca a paraderos del SITP; Vías de acceso por la Av. 1 de Mayo.",AMERICAS
Rincon del Parque,270000,3,27,No,86.0,4,2,0,0,casa con conjunto cerrado,0,24 hrs,No Tiene,Si,No,365000000.0,Transversal 73B  # 7A-35,Rincon del Parque,"Casa en venta de 83 m2, con vista interior, (Casa 104). Consta de 4 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones  y ceramico en zona socia, baños y cocina. El conjunto cuenta con salon social, zonas verdes y vigilancia privada las 24 horas. El conjunto cuenta con salón social, zonas verdes, zona de niños y vigilancia privada las 24 horas. Cerca a centro comercial centro comercial Tintal Plaza; cerca a colegios como Colegio Castilla I.E.D. y Colegio Distrital La Amistad; cerca a supermercados como Ara y Justo & Bueno; cerca a estacion de Transmilenio Banderas; Vías de acceso por la diagonal 7a.
",CASTILLA
Prados de Ipanema,84000,2,12,No,55.0,3,2,0,0,Apartamento,0,24 hrs,Comunal,Si,Si,145660000.0,Calle 2 # 93 D-45,Prados de Ipanema,"Apartamento en venta de 55m2, con vista interior, ubicado en un 4to piso (Torre 1 Apto 402), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, cancha multiple, zonas verdes, zona para niños y vigilancia privada las 24 horas. Cerca a centro comercial Tintal Plaza; cerca a almacenes de cadena como Supermercado Colsubsidio; cerca a colegio CAFAM Bellavista y CODEMA IED; cerca a paraderos del SITP; Vías de acceso por Calle 2 y carrera 93D .",CALANDAIMA
La Palma,292000,6,38,No,68.0,2,2,1,0,Apartamento,1,24 hrs,No Tiene,,Si,380000000.0,Carrera 13 # 106-70,La Palma,"Apartamento en venta de 68m2, con vista interior, ubicado en un 3er piso (Torre 3 Apto 301), acceso por escaleras, parqueadero propio cubierto (54). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con calón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Hacienda Santa Bárbara y Santa Ana; cerca a almacenes de cadena como Éxito, Carulla, D1 y Ara; cerca a Colegio de Nuestra Señora del Buen Consejo y Colegio Bachillerato Patria; cerca a Universidad Militar Nueva Granada; cerca a estación de Transmilenio La Castellana; Vías de acceso por la calle 106 y la cra 9na.",SANTA BARBARA
Tucurinca,567000,4,37,Si,77.0,2,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,356000000.0,Calle 127c # 5a - 29,Tucurinca,"Apartamento en venta de 77m2, con vista exterior, ubicado en un 1er piso (Apto 105), parqueadero propio descubierto (30) y depósitos (14 y 19). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Unicentro; cerca a almacenes de cadena Éxito, Droguería Colsubsidio, supermercado Colsubsidio, Tiendas D1; cerca a colegio Instituto Pedagógico Nacional; cerca a paraderos SITP; Vías de acceso por la calle 127c y carrera 5.",USAQUEN
Parque Malpelo 1,76000,2,6,No,53.0,3,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,155000000.0,Carrera 81h # 75-85,Parque Malpelo 1,"Apartamento en venta de 53m2, con vista interior, ubicado en un 4to piso (Torre 17 Apto 403). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zonas. El conjunto cuenta con salón social, parque infantil, zonas verdes, parqueadero comunal y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax, Tiendas D1, Ara y Olímpica; cerca a colegio Bicentenario de la Independencia y colegio Alfonso Reyes Echandía; cerca a paraderos del SITP; Vías de acceso por la carrera 81H.",BOSA CENTRAL
Santafe del tintal Etapa 1,70000,2,25,No,43.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,150000000.0,Carrera 88 #6a-99,Santafe del tintal Etapa 1,"Apartamento en venta de 43m2, con vista interior, ubicado en un 6to piso (Torre 18 Apto 604). Consta de 3 habitación, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con parqueadero comunal, salón comunal, zonas verdes, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Tintal Plaza; cerca a almacenes de cadena como Exito, Surtimax y D1; cerca a colegio Gabriel Betancourt Mejia; cerca a universidad Agustiniana; cerca a estación de Transmilenio Banderas y paraderos del SITP ; Vías de acceso por Avenida Carrera 86 y Calle 6d.",CALANDAIMA
Esquina de Suba,212000,3,21,No,59.0,3,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,No,230000000.0,Carrera 94 # 152 - 48,Esquina de Suba,"Apartamento en venta de 59m2, con vista exterior, ubicado en un 5to piso (Torre 1 Apto 504), acceso por escalera, parqueadero propio cubierto (48). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salon social, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como Éxito, D1 y Jumbo; cerca a colegio Colsubsidio; cerca a universidad Uniagustiniana; cerca a estación de Transmilenio Portal Suba; Vías de acceso por Calle 151 y Calle 152 A.  
",SUBA
Porvenir Reservado 9,53800,2,13,No,41.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,120000000.0,Calle 56 f Sur# 93 c-42,Porvenir Reservado 9,"Apartamento en venta de 41m2, con vista interior, ubicado en un 1er piso (Torre 8 Apto 104), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona infantil, salón social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Milenio Plaza, Trebolis el Porvenir; cerca a almacenes de cadena como Colsubsidio y D1; cerca a colegio Fe y Alegría San Ignacio; cerca a universidad Francisco José De Caldas; cerca a estación de Transmilenio Patio Bonito; Vías de acceso por la Carrera 93c y Calle 56f sur.",EL PORVENIR
